order_id,customer_id,category,payment_method,price,order_hour,is_weekend,discount_percent,customer_account_age_days,customer_past_orders,customer_past_return_rate,variants_in_order,returned
ORD11524,CUST1149,Footwear,Wallet,7778.51,3,1,5,332,5,0.14,1,0
ORD11525,CUST1376,Apparel,COD,5969.91,3,0,10,514,14,0.09,1,0
ORD11526,CUST1087,Apparel,COD,3456.72,23,0,0,199,9,0.06,4,1
ORD11527,CUST1272,Electronics,UPI,747.9,0,0,10,511,5,0.16,1,0
ORD11528,CUST1447,Footwear,UPI,7206.65,13,0,5,658,18,0.01,1,0
ORD11529,CUST1297,Home & Kitchen,Wallet,303.21,9,0,30,267,20,0.18,2,1
ORD11530,CUST1339,Beauty,COD,6133.49,5,0,5,162,7,0.22,1,0
ORD11531,CUST1419,Electronics,Card,7263.23,1,1,0,17,23,0.21,1,0
ORD11532,CUST1061,Beauty,COD,3456.94,3,0,0,827,23,0.24,1,0
ORD11533,CUST1572,Footwear,COD,7776.91,7,0,5,258,37,0.14,1,0
ORD11534,CUST1185,Beauty,UPI,5834.74,5,0,10,891,33,0.03,1,0
ORD11535,CUST1233,Footwear,Wallet,3263.47,4,1,0,899,4,0.06,1,1
ORD11536,CUST1249,Electronics,Card,1433.63,7,1,20,798,28,0.1,1,1
ORD11537,CUST1292,Footwear,Card,4046.16,16,0,10,123,1,0.25,1,0
ORD11538,CUST1306,Beauty,UPI,1872.06,9,1,5,287,14,0.04,1,0
ORD11539,CUST1028,Apparel,UPI,4030.79,14,0,30,525,16,0.63,1,1
ORD11540,CUST1557,Home & Kitchen,Card,5510.06,9,1,0,770,0,0.14,1,0
ORD11541,CUST1096,Beauty,COD,2261.3,17,0,30,745,5,0.06,1,0
ORD11542,CUST1069,Footwear,COD,1295.02,2,0,20,887,7,0.05,1,1
ORD11543,CUST1392,Home & Kitchen,Wallet,3620.64,0,0,0,898,12,0.14,1,0
ORD11544,CUST1094,Electronics,UPI,6573.38,1,0,0,186,20,0.15,1,0
ORD11545,CUST1164,Beauty,COD,734.58,7,0,0,665,27,0.06,1,0
ORD11546,CUST1008,Electronics,COD,5402.84,2,1,30,671,17,0.69,1,0
ORD11547,CUST1393,Electronics,Netbanking,7843.97,16,0,0,837,21,0.17,1,0
ORD11548,CUST1152,Electronics,Wallet,4106.39,14,1,5,711,20,0.07,1,0
ORD11549,CUST1504,Footwear,Card,751.83,21,0,10,425,11,0.05,1,0
ORD11550,CUST1315,Home & Kitchen,Card,3190.83,23,0,0,590,13,0.19,1,0
ORD11551,CUST1122,Footwear,UPI,6914.58,6,0,0,612,2,0.1,1,0
ORD11552,CUST1023,Apparel,Wallet,7201.31,7,0,10,616,23,0.09,1,1
ORD11553,CUST1040,Apparel,COD,7669.04,4,0,20,813,21,0.09,1,0
ORD11554,CUST1471,Electronics,Card,7975.49,5,0,0,784,22,0.2,1,0
ORD11555,CUST1369,Beauty,Wallet,1050.59,2,1,30,330,27,0.12,1,0
ORD11556,CUST1147,Apparel,Card,7793.98,19,0,30,857,38,0.08,1,0
ORD11557,CUST1038,Home & Kitchen,UPI,6278.64,11,1,0,327,8,0.25,1,0
ORD11558,CUST1406,Apparel,Wallet,2973.73,23,0,10,136,37,0.22,1,1
ORD11559,CUST1477,Electronics,Wallet,5727.6,8,0,0,301,18,0.06,1,0
ORD11560,CUST1487,Footwear,UPI,7236.64,20,0,10,377,19,0.09,1,1
ORD11561,CUST1565,Home & Kitchen,Netbanking,3548.41,14,0,10,37,6,0.22,1,0
ORD11562,CUST1110,Electronics,UPI,1963.32,23,0,30,350,16,0.07,1,1
ORD11563,CUST1111,Apparel,Wallet,2481.12,7,0,10,164,25,0.03,1,0
ORD11564,CUST1451,Electronics,UPI,5158.1,9,0,10,841,4,0.04,1,0
ORD11565,CUST1006,Footwear,Netbanking,7303.13,14,1,30,797,29,0.08,1,1
ORD11566,CUST1222,Electronics,Netbanking,3012.77,0,0,0,391,39,0.15,1,0
ORD11567,CUST1343,Footwear,UPI,4192.32,5,1,20,146,36,0.1,1,0
ORD11568,CUST1230,Apparel,UPI,6607.08,21,0,30,539,21,0.13,2,1
ORD11569,CUST1371,Home & Kitchen,Card,971.24,17,0,5,330,11,0.82,1,1
ORD11570,CUST1532,Beauty,Wallet,3031.66,1,0,0,634,35,0.68,1,1
ORD11571,CUST1410,Home & Kitchen,Card,222.83,8,0,0,836,1,0.17,1,0
ORD11572,CUST1506,Footwear,Wallet,2935.28,10,0,0,610,33,0.14,1,0
ORD11573,CUST1068,Home & Kitchen,COD,2906.74,14,0,5,352,29,0.08,2,1
ORD11574,CUST1489,Footwear,Card,6094.59,4,0,10,702,33,0.14,1,1
ORD11575,CUST1556,Apparel,Card,7377.27,12,0,10,745,3,0.11,1,0
ORD11576,CUST1237,Electronics,COD,7974.57,10,1,10,228,26,0.14,1,1
ORD11577,CUST1331,Home & Kitchen,Card,978.17,9,1,30,494,3,0.09,1,0
ORD11578,CUST1537,Home & Kitchen,UPI,4884.27,12,1,30,784,10,0.23,1,0
ORD11579,CUST1564,Footwear,COD,6929.96,4,0,30,342,6,0.07,1,1
ORD11580,CUST1275,Apparel,Wallet,5763.87,16,1,5,721,2,0.03,1,1
ORD11581,CUST1281,Electronics,UPI,4937.57,8,0,5,346,39,0.05,1,0
ORD11582,CUST1170,Apparel,COD,4757.18,13,0,0,822,7,0.11,1,1
ORD11583,CUST1440,Electronics,Wallet,3080.99,1,0,0,705,37,0.09,1,0
ORD11584,CUST1292,Footwear,Wallet,6800.01,10,1,0,123,1,0.25,1,0
ORD11585,CUST1026,Electronics,Wallet,3507.75,17,0,5,758,40,0.24,1,0
ORD11586,CUST1335,Beauty,UPI,6686.65,5,0,0,638,17,0.2,1,0
ORD11587,CUST1245,Home & Kitchen,Netbanking,6497.9,17,1,20,484,1,0.04,1,0
ORD11588,CUST1532,Beauty,Netbanking,2222.01,6,0,0,634,35,0.68,1,0
ORD11589,CUST1569,Beauty,Netbanking,395.98,9,0,10,425,13,0.1,1,0
ORD11590,CUST1132,Beauty,UPI,4882.23,22,0,20,118,3,0.16,1,0
ORD11591,CUST1133,Apparel,COD,6820.54,19,0,0,54,22,0.13,1,0
ORD11592,CUST1372,Footwear,Wallet,1084.35,16,0,0,748,40,0.17,1,0
ORD11593,CUST1355,Beauty,Card,7033.73,3,0,30,278,22,0.01,1,1
ORD11594,CUST1239,Apparel,Wallet,5938.43,6,1,0,1,18,0.06,1,0
ORD11595,CUST1422,Apparel,Netbanking,4574.73,5,1,5,582,15,0.03,1,0
ORD11596,CUST1053,Apparel,Wallet,5409.87,0,1,5,870,2,0.18,1,0
ORD11597,CUST1320,Electronics,Wallet,4694.87,14,0,0,226,15,0.13,1,0
ORD11598,CUST1337,Footwear,UPI,519.88,19,0,0,600,8,0.07,3,0
ORD11599,CUST1108,Electronics,COD,3468.58,23,1,5,332,5,0.2,1,0
ORD11600,CUST1572,Electronics,UPI,5244.35,5,1,0,258,37,0.14,1,1
ORD11601,CUST1277,Electronics,Card,1413.97,0,0,0,4,15,0.1,1,1
ORD11602,CUST1368,Beauty,COD,1309.01,10,0,0,22,11,0.08,1,0
ORD11603,CUST1237,Electronics,COD,5814.86,22,0,30,228,26,0.14,1,1
ORD11604,CUST1261,Footwear,Wallet,1023.7,7,0,5,518,40,0.17,1,0
ORD11605,CUST1205,Home & Kitchen,COD,7917.51,18,1,0,844,27,0.23,1,0
ORD11606,CUST1421,Home & Kitchen,Card,3844.61,21,0,5,114,6,0.08,1,0
ORD11607,CUST1181,Footwear,Netbanking,2678.77,3,0,20,138,24,0.24,3,1
ORD11608,CUST1451,Electronics,Netbanking,2646.25,21,0,30,841,4,0.04,1,0
ORD11609,CUST1458,Beauty,UPI,2942.1,4,0,0,443,24,0.05,1,1
ORD11610,CUST1196,Footwear,Wallet,3634.68,0,0,5,301,36,0.03,1,1
ORD11611,CUST1522,Electronics,COD,690.06,13,0,5,535,34,0.2,1,0
ORD11612,CUST1565,Footwear,UPI,6410.93,3,0,0,37,6,0.22,1,1
ORD11613,CUST1274,Electronics,Netbanking,450.62,5,1,20,466,3,0.08,1,0
ORD11614,CUST1191,Apparel,COD,2945.05,22,0,10,451,13,0.01,1,1
ORD11615,CUST1416,Electronics,UPI,3302.92,4,1,30,405,6,0.19,1,0
ORD11616,CUST1354,Beauty,UPI,4057.25,12,0,10,878,1,0.24,1,0
ORD11617,CUST1206,Footwear,Netbanking,3206.76,22,0,0,152,24,0.12,1,0
ORD11618,CUST1071,Beauty,UPI,2008.55,10,0,0,736,1,0.09,1,0
ORD11619,CUST1178,Home & Kitchen,Card,1358.12,18,0,0,320,40,0.14,1,0
ORD11620,CUST1020,Beauty,Card,2983.26,0,1,30,658,36,0.03,1,0
ORD11621,CUST1155,Beauty,Netbanking,7108.32,15,0,0,449,33,0.2,1,0
ORD11622,CUST1396,Footwear,Card,969.95,18,1,5,353,39,0.16,1,1
ORD11623,CUST1384,Home & Kitchen,Card,4912.92,6,0,0,827,22,0.11,1,0
ORD11624,CUST1273,Electronics,UPI,878.35,18,0,5,255,10,0.12,1,0
ORD11625,CUST1124,Electronics,Card,2696.19,9,1,30,507,26,0.07,1,0
ORD11626,CUST1530,Beauty,COD,3327.07,2,0,10,512,39,0.78,1,0
ORD11627,CUST1410,Beauty,COD,2864.91,16,0,0,836,1,0.17,1,1
ORD11628,CUST1387,Apparel,Netbanking,2519.08,11,0,0,820,31,0.21,1,0
ORD11629,CUST1553,Beauty,Netbanking,2514.85,4,0,0,410,4,0.24,1,0
ORD11630,CUST1233,Beauty,UPI,7626.32,1,0,20,899,4,0.06,1,0
ORD11631,CUST1083,Apparel,Card,4531.58,2,0,30,708,10,0.02,1,1
ORD11632,CUST1104,Home & Kitchen,UPI,4467.85,0,0,0,80,6,0.08,1,1
ORD11633,CUST1039,Beauty,Netbanking,2921.48,20,0,20,755,2,0.87,1,1
ORD11634,CUST1449,Electronics,Card,6845.62,17,0,30,23,39,0.23,1,0
ORD11635,CUST1365,Apparel,UPI,5211.53,18,1,10,211,11,0.09,1,0
ORD11636,CUST1463,Footwear,UPI,1275.42,5,0,30,790,37,0.04,1,1
ORD11637,CUST1260,Apparel,UPI,1034.03,17,0,5,369,20,0.78,1,1
ORD11638,CUST1326,Apparel,COD,7330.34,5,1,30,578,18,0.09,1,0
ORD11639,CUST1154,Home & Kitchen,Wallet,1538.97,17,0,30,583,38,0.23,1,0
ORD11640,CUST1198,Footwear,Card,7446.61,18,1,30,553,19,0.24,1,1
ORD11641,CUST1033,Footwear,UPI,4553.86,15,0,20,181,18,0.09,1,1
ORD11642,CUST1045,Footwear,Wallet,1272.64,5,0,0,452,29,0.21,1,0
ORD11643,CUST1174,Footwear,UPI,728.49,15,1,5,795,11,0.23,1,0
ORD11644,CUST1020,Home & Kitchen,COD,5154.27,9,0,5,658,36,0.03,1,0
ORD11645,CUST1365,Apparel,UPI,7674.78,19,0,30,211,11,0.09,1,1
ORD11646,CUST1391,Footwear,Wallet,3850.94,21,0,0,74,5,0.25,1,0
ORD11647,CUST1328,Electronics,Netbanking,7790.92,17,0,0,183,32,0.18,1,0
ORD11648,CUST1151,Apparel,Card,1471.13,15,0,0,219,38,0.02,1,0
ORD11649,CUST1251,Apparel,Netbanking,6345.51,14,1,0,303,17,0.09,1,1
ORD11650,CUST1521,Beauty,COD,4094.26,12,0,10,127,19,0.08,1,0
ORD11651,CUST1501,Home & Kitchen,Netbanking,4642.19,9,0,10,405,14,0.69,1,0
ORD11652,CUST1587,Footwear,Netbanking,3515.55,14,0,30,213,23,0.17,1,1
ORD11653,CUST1065,Footwear,Card,1377.62,6,0,0,870,14,0.02,1,0
ORD11654,CUST1074,Footwear,UPI,6622.92,8,1,20,704,8,0.71,1,1
ORD11655,CUST1129,Apparel,UPI,6934.43,0,0,20,76,14,0.11,1,1
ORD11656,CUST1098,Electronics,Card,5674.56,2,0,30,702,1,0.02,1,1
ORD11657,CUST1356,Footwear,Wallet,364.1,22,0,10,478,0,0.22,1,1
ORD11658,CUST1332,Apparel,UPI,3888.41,3,0,0,711,25,0.06,1,0
ORD11659,CUST1378,Footwear,Card,2063.06,14,0,30,609,3,0.23,1,1
ORD11660,CUST1121,Electronics,UPI,471.72,11,0,20,867,6,0.16,1,0
ORD11661,CUST1563,Beauty,Card,4857.21,15,0,0,546,37,0.77,1,1
ORD11662,CUST1423,Footwear,Wallet,4682.39,7,0,10,302,22,0.19,1,0
ORD11663,CUST1290,Apparel,Card,2981.53,6,0,30,223,17,0.03,1,1
ORD11664,CUST1167,Beauty,Card,934.72,19,0,0,726,39,0.23,1,0
ORD11665,CUST1190,Apparel,UPI,1030.89,14,0,0,193,26,0.05,2,1
ORD11666,CUST1345,Beauty,UPI,3417.34,16,1,0,258,31,0.11,1,0
ORD11667,CUST1458,Electronics,UPI,7171.93,9,0,5,443,24,0.05,1,0
ORD11668,CUST1020,Electronics,COD,5791.18,21,0,10,658,36,0.03,1,0
ORD11669,CUST1002,Home & Kitchen,Netbanking,2617.43,16,1,0,458,19,0.04,1,0
ORD11670,CUST1242,Beauty,Wallet,7165.95,10,0,5,322,19,0.08,1,0
ORD11671,CUST1124,Beauty,UPI,3082.37,9,0,0,507,26,0.07,1,0
ORD11672,CUST1184,Apparel,COD,432.99,8,1,0,896,10,0.1,1,1
ORD11673,CUST1141,Apparel,Card,5162.46,12,0,0,28,39,0.56,1,1
ORD11674,CUST1035,Home & Kitchen,Netbanking,5483.41,6,1,0,708,33,0.15,1,0
ORD11675,CUST1275,Electronics,UPI,2620.45,23,0,20,721,2,0.03,1,0
ORD11676,CUST1336,Beauty,COD,7748.07,11,0,20,686,18,0.06,1,0
ORD11677,CUST1193,Beauty,Card,5695.02,9,0,5,479,4,0.09,1,0
ORD11678,CUST1030,Home & Kitchen,UPI,6343.17,22,0,20,71,8,0.06,1,1
ORD11679,CUST1125,Apparel,Wallet,2104.15,4,0,20,544,18,0.12,1,1
ORD11680,CUST1080,Footwear,Card,2710.28,8,0,20,280,36,0.12,1,1
ORD11681,CUST1540,Footwear,UPI,4495.34,10,0,0,820,32,0.16,1,1
ORD11682,CUST1172,Footwear,Card,2218.47,6,1,30,210,24,0.11,1,1
ORD11683,CUST1395,Footwear,Netbanking,2444.74,1,0,0,176,37,0.12,1,0
ORD11684,CUST1475,Apparel,UPI,5151.53,19,0,10,298,38,0.21,1,1
ORD11685,CUST1422,Apparel,Card,7502.6,8,1,30,582,15,0.03,1,0
ORD11686,CUST1364,Apparel,COD,5125.65,9,0,0,185,13,0.01,1,0
ORD11687,CUST1473,Apparel,Wallet,7713.69,8,0,5,168,12,0.15,1,0
ORD11688,CUST1502,Beauty,Netbanking,1345.73,3,0,0,16,15,0.07,1,0
ORD11689,CUST1196,Electronics,Wallet,7527.88,6,1,0,301,36,0.03,1,0
ORD11690,CUST1480,Electronics,Netbanking,6949.22,16,0,10,625,5,0.14,1,0
ORD11691,CUST1369,Home & Kitchen,UPI,3993.05,17,1,20,330,27,0.12,1,1
ORD11692,CUST1529,Home & Kitchen,COD,3053.63,17,0,0,755,13,0.24,1,0
ORD11693,CUST1547,Electronics,Card,1575.64,2,1,0,298,20,0.21,1,0
ORD11694,CUST1370,Footwear,Card,2336.06,5,0,0,800,11,0.2,1,1
ORD11695,CUST1086,Apparel,COD,6050.01,18,0,10,31,16,0.03,1,1
ORD11696,CUST1594,Home & Kitchen,Netbanking,6319.67,23,0,5,729,25,0.0,1,0
ORD11697,CUST1058,Apparel,COD,3408.81,6,0,5,317,36,0.0,1,0
ORD11698,CUST1590,Beauty,Netbanking,4424.16,16,1,30,676,24,0.17,1,0
ORD11699,CUST1066,Footwear,Card,6152.03,20,0,30,134,28,0.11,1,1
ORD11700,CUST1549,Apparel,Netbanking,1624.79,21,0,10,684,8,0.17,1,0
ORD11701,CUST1251,Electronics,Netbanking,2793.03,8,0,10,303,17,0.09,1,0
ORD11702,CUST1439,Electronics,COD,6596.91,15,0,0,751,0,0.09,1,0
ORD11703,CUST1381,Electronics,Card,5929.18,17,1,20,503,7,0.06,1,0
ORD11704,CUST1086,Apparel,Card,7916.19,1,0,30,31,16,0.03,1,0
ORD11705,CUST1401,Home & Kitchen,COD,4944.18,23,0,5,121,18,0.03,1,0
ORD11706,CUST1565,Beauty,Wallet,6422.45,15,0,30,37,6,0.22,1,1
ORD11707,CUST1249,Beauty,UPI,2312.04,15,0,5,798,28,0.1,1,1
ORD11708,CUST1159,Apparel,COD,4882.3,2,1,0,181,5,0.19,1,1
ORD11709,CUST1208,Home & Kitchen,Card,5147.1,2,0,30,251,38,0.13,1,0
ORD11710,CUST1213,Beauty,Netbanking,3327.9,0,0,5,529,12,0.14,1,0
ORD11711,CUST1447,Apparel,Card,3155.55,23,0,0,658,18,0.01,1,1
ORD11712,CUST1572,Beauty,Wallet,6850.0,17,0,20,258,37,0.14,1,0
ORD11713,CUST1266,Footwear,UPI,6316.19,7,1,5,54,36,0.11,1,1
ORD11714,CUST1329,Footwear,COD,5943.78,17,0,5,838,6,0.22,1,0
ORD11715,CUST1130,Beauty,COD,1833.1,4,1,10,250,2,0.13,1,1
ORD11716,CUST1374,Footwear,Card,7618.17,20,1,30,435,32,0.24,1,1
ORD11717,CUST1189,Beauty,Wallet,1447.52,21,0,30,767,37,0.14,1,0
ORD11718,CUST1524,Home & Kitchen,COD,7033.12,12,0,0,317,32,0.05,1,0
ORD11719,CUST1450,Beauty,COD,5743.57,6,0,0,6,30,0.1,1,1
ORD11720,CUST1577,Electronics,Wallet,3670.09,13,1,5,564,4,0.0,1,0
ORD11721,CUST1245,Footwear,Card,3560.81,4,0,5,484,1,0.04,1,0
ORD11722,CUST1327,Home & Kitchen,UPI,2335.28,20,0,30,547,31,0.06,1,0
ORD11723,CUST1008,Beauty,COD,5879.35,15,0,0,671,17,0.69,1,1
ORD11724,CUST1095,Apparel,Card,857.79,17,1,10,797,12,0.22,1,0
ORD11725,CUST1167,Footwear,UPI,5700.27,20,0,0,726,39,0.23,1,1
ORD11726,CUST1230,Beauty,COD,2020.06,10,0,0,539,21,0.13,1,0
ORD11727,CUST1443,Apparel,Wallet,4209.37,0,1,10,353,3,0.21,1,0
ORD11728,CUST1599,Electronics,UPI,1374.36,13,1,20,575,26,0.14,1,0
ORD11729,CUST1459,Beauty,UPI,7991.5,10,1,20,448,24,0.13,1,1
ORD11730,CUST1415,Home & Kitchen,Card,1386.76,19,0,5,531,37,0.05,1,0
ORD11731,CUST1394,Footwear,Wallet,6037.3,23,0,0,675,38,0.05,1,1
ORD11732,CUST1495,Beauty,Wallet,3935.29,15,1,10,814,1,0.15,1,0
ORD11733,CUST1160,Footwear,Card,5196.69,23,0,20,23,14,0.13,1,0
ORD11734,CUST1045,Footwear,COD,1963.02,20,0,5,452,29,0.21,1,0
ORD11735,CUST1567,Apparel,Wallet,2212.24,10,1,20,248,27,0.08,1,0
ORD11736,CUST1004,Home & Kitchen,Netbanking,4589.55,6,1,0,757,39,0.16,1,0
ORD11737,CUST1410,Footwear,COD,5379.47,15,0,0,836,1,0.17,1,0
ORD11738,CUST1218,Home & Kitchen,Card,7287.51,11,0,30,764,21,0.15,1,0
ORD11739,CUST1258,Electronics,UPI,2470.85,6,0,0,155,2,0.77,1,0
ORD11740,CUST1316,Footwear,Netbanking,6544.05,17,0,0,421,39,0.1,1,1
ORD11741,CUST1093,Electronics,COD,2454.96,20,0,20,140,14,0.23,1,0
ORD11742,CUST1469,Apparel,COD,1590.44,8,0,30,314,32,0.21,1,1
ORD11743,CUST1438,Electronics,Wallet,753.37,15,0,30,369,30,0.24,1,0
ORD11744,CUST1243,Footwear,Netbanking,2247.65,2,0,20,796,30,0.22,1,0
ORD11745,CUST1295,Electronics,Wallet,2464.7,12,0,20,155,32,0.15,1,0
ORD11746,CUST1126,Home & Kitchen,COD,6549.3,23,0,10,680,18,0.01,1,1
ORD11747,CUST1511,Beauty,Netbanking,6851.73,19,0,0,856,24,0.9,1,0
ORD11748,CUST1424,Beauty,Wallet,3270.51,0,1,5,56,13,0.15,1,0
ORD11749,CUST1148,Apparel,UPI,4999.61,18,0,0,189,27,0.16,1,1
ORD11750,CUST1199,Apparel,Card,5303.01,17,1,5,90,16,0.05,1,1
ORD11751,CUST1384,Footwear,COD,6930.6,23,0,10,827,22,0.11,1,0
ORD11752,CUST1538,Apparel,UPI,5125.9,6,0,30,414,10,0.18,1,1
ORD11753,CUST1133,Home & Kitchen,Wallet,6624.34,5,0,0,54,22,0.13,1,1
ORD11754,CUST1360,Footwear,COD,7829.83,18,0,20,419,16,0.22,1,1
ORD11755,CUST1042,Home & Kitchen,Wallet,3362.1,18,0,0,15,39,0.78,1,1
ORD11756,CUST1282,Home & Kitchen,Netbanking,2211.85,11,1,20,60,21,0.14,1,0
ORD11757,CUST1064,Apparel,Netbanking,6164.63,18,0,10,715,33,0.13,1,0
ORD11758,CUST1109,Electronics,Wallet,561.63,2,1,5,645,25,0.14,1,0
ORD11759,CUST1269,Footwear,Wallet,2456.15,16,1,10,183,36,0.77,1,1
ORD11760,CUST1422,Electronics,Card,1174.72,0,0,5,582,15,0.03,1,0
ORD11761,CUST1222,Apparel,COD,5618.25,7,0,0,391,39,0.15,1,0
ORD11762,CUST1447,Footwear,Wallet,784.42,12,0,5,658,18,0.01,1,0
ORD11763,CUST1477,Footwear,COD,7458.39,12,1,20,301,18,0.06,1,0
ORD11764,CUST1228,Beauty,Netbanking,7530.12,13,0,5,417,18,0.12,1,0
ORD11765,CUST1195,Beauty,UPI,6828.26,0,0,20,456,0,0.22,1,0
ORD11766,CUST1329,Electronics,COD,7841.58,18,0,0,838,6,0.22,1,1
ORD11767,CUST1018,Electronics,COD,6714.42,11,1,20,218,0,0.07,1,0
ORD11768,CUST1441,Electronics,Wallet,1459.58,12,0,10,711,23,0.21,1,0
ORD11769,CUST1110,Beauty,COD,6139.45,4,0,0,350,16,0.07,1,0
ORD11770,CUST1082,Footwear,COD,3349.6,10,0,0,411,34,0.2,1,0
ORD11771,CUST1234,Apparel,UPI,5688.2,16,0,20,895,25,0.24,1,1
ORD11772,CUST1382,Footwear,UPI,6081.96,6,0,10,146,7,0.2,1,0
ORD11773,CUST1203,Apparel,Netbanking,2353.92,4,0,20,858,29,0.15,1,1
ORD11774,CUST1513,Electronics,UPI,3964.4,1,1,0,576,37,0.24,1,0
ORD11775,CUST1189,Apparel,Card,7088.43,14,0,0,767,37,0.14,1,1
ORD11776,CUST1419,Apparel,UPI,7603.75,4,0,20,17,23,0.21,1,1
ORD11777,CUST1474,Electronics,Wallet,7110.97,11,0,20,706,20,0.09,1,0
ORD11778,CUST1501,Footwear,Wallet,5779.29,2,0,0,405,14,0.69,1,1
ORD11779,CUST1138,Electronics,COD,630.51,0,1,30,702,36,0.17,1,1
ORD11780,CUST1558,Electronics,Card,2303.08,0,1,5,504,14,0.1,1,0
ORD11781,CUST1431,Footwear,UPI,5574.08,15,1,0,550,7,0.16,1,1
ORD11782,CUST1084,Beauty,Card,2337.87,14,1,5,820,25,0.07,2,0
ORD11783,CUST1037,Apparel,Wallet,5023.86,16,0,20,22,38,0.16,1,1
ORD11784,CUST1456,Beauty,Netbanking,1546.86,9,1,10,889,13,0.02,1,0
ORD11785,CUST1296,Electronics,UPI,3523.81,9,0,0,435,30,0.74,1,0
ORD11786,CUST1171,Home & Kitchen,COD,7715.29,18,0,30,760,10,0.25,1,0
ORD11787,CUST1252,Footwear,Netbanking,6049.09,17,0,30,605,33,0.06,1,1
ORD11788,CUST1190,Home & Kitchen,COD,4574.96,3,1,30,193,26,0.05,1,1
ORD11789,CUST1521,Beauty,Netbanking,5619.72,12,1,0,127,19,0.08,1,0
ORD11790,CUST1476,Footwear,UPI,2138.58,10,0,5,256,22,0.01,1,0
ORD11791,CUST1171,Apparel,COD,5117.81,6,0,0,760,10,0.25,1,1
ORD11792,CUST1182,Electronics,UPI,6460.22,23,1,10,807,3,0.16,1,0
ORD11793,CUST1213,Footwear,Card,4366.42,20,0,0,529,12,0.14,1,1
ORD11794,CUST1258,Electronics,UPI,7835.67,20,0,0,155,2,0.77,1,0
ORD11795,CUST1233,Home & Kitchen,Card,2353.73,14,0,0,899,4,0.06,1,0
ORD11796,CUST1528,Beauty,Wallet,6233.66,14,1,0,411,34,0.57,1,0
ORD11797,CUST1522,Electronics,COD,6760.2,1,0,5,535,34,0.2,1,1
ORD11798,CUST1281,Beauty,Wallet,5229.78,5,1,20,346,39,0.05,1,0
ORD11799,CUST1325,Apparel,COD,6917.11,4,0,0,845,10,0.04,1,0
ORD11800,CUST1595,Electronics,UPI,3551.15,7,1,20,266,5,0.15,1,0
ORD11801,CUST1444,Apparel,UPI,3709.08,21,0,0,828,27,0.16,1,1
ORD11802,CUST1381,Apparel,COD,5335.81,22,0,5,503,7,0.06,1,1
ORD11803,CUST1354,Apparel,COD,3766.66,18,1,30,878,1,0.24,1,1
ORD11804,CUST1203,Home & Kitchen,Card,2773.9,8,1,30,858,29,0.15,2,1
ORD11805,CUST1026,Home & Kitchen,UPI,3840.96,16,1,0,758,40,0.24,1,0
ORD11806,CUST1368,Home & Kitchen,Wallet,6126.26,4,0,0,22,11,0.08,1,0
ORD11807,CUST1124,Electronics,Card,7693.41,9,1,10,507,26,0.07,1,0
ORD11808,CUST1249,Home & Kitchen,Card,1491.68,15,0,0,798,28,0.1,1,0
ORD11809,CUST1146,Electronics,Card,4226.85,23,1,10,766,16,0.1,1,0
ORD11810,CUST1439,Beauty,Netbanking,4560.24,10,0,20,751,0,0.09,1,0
ORD11811,CUST1201,Home & Kitchen,UPI,4458.19,14,1,0,847,24,0.02,1,0
ORD11812,CUST1287,Home & Kitchen,Netbanking,1293.19,9,0,5,186,31,0.05,1,0
ORD11813,CUST1510,Electronics,Card,3832.22,5,0,10,142,23,0.17,1,0
ORD11814,CUST1020,Beauty,COD,7299.11,7,1,0,658,36,0.03,1,0
ORD11815,CUST1517,Beauty,COD,1120.75,8,0,10,732,20,0.24,1,1
ORD11816,CUST1000,Footwear,Wallet,1127.34,17,0,0,800,29,0.11,1,1
ORD11817,CUST1540,Footwear,UPI,5677.31,1,1,0,820,32,0.16,1,0
ORD11818,CUST1481,Beauty,Netbanking,7366.35,2,0,10,676,37,0.19,1,0
ORD11819,CUST1539,Apparel,Wallet,1299.57,9,0,5,650,0,0.09,1,0
ORD11820,CUST1528,Apparel,Card,6452.44,19,0,10,411,34,0.57,1,1
ORD11821,CUST1440,Home & Kitchen,Wallet,7662.21,7,0,5,705,37,0.09,1,0
ORD11822,CUST1457,Home & Kitchen,Netbanking,6324.0,18,0,0,127,9,0.22,1,0
ORD11823,CUST1327,Home & Kitchen,COD,1143.97,21,0,10,547,31,0.06,1,0
ORD11824,CUST1226,Beauty,Wallet,6163.22,2,0,0,807,9,0.1,1,1
ORD11825,CUST1180,Electronics,COD,2503.79,13,0,5,561,5,0.12,1,0
ORD11826,CUST1582,Footwear,UPI,5820.73,16,0,30,748,29,0.15,1,1
ORD11827,CUST1483,Beauty,Netbanking,1025.6,12,1,5,703,23,0.09,1,0
ORD11828,CUST1189,Electronics,COD,3155.39,4,0,30,767,37,0.14,1,0
ORD11829,CUST1162,Apparel,Card,6275.48,13,1,0,87,21,0.02,1,0
ORD11830,CUST1143,Electronics,UPI,2864.19,9,0,30,383,30,0.12,1,0
ORD11831,CUST1133,Beauty,UPI,1176.58,23,0,20,54,22,0.13,1,0
ORD11832,CUST1453,Beauty,UPI,6094.37,18,1,5,456,20,0.22,1,0
ORD11833,CUST1051,Apparel,Netbanking,896.62,8,0,30,442,12,0.22,1,1
ORD11834,CUST1599,Apparel,Netbanking,7521.89,13,0,0,575,26,0.14,1,1
ORD11835,CUST1551,Footwear,Netbanking,1574.11,9,0,20,311,15,0.01,1,0
